y_test,y_pred
42.3691,41.9145
42.3659,41.906335
42.3426,41.875375
42.2995,41.82108
42.2384,41.743625
42.1576,41.646735
42.0578,41.528665000000004
41.939,41.392790000000005
41.81,41.243115
41.6673,41.080605
41.5142,40.90642
41.3521,40.722695
41.1798,40.528245000000005
40.998,40.325990000000004
40.8058,40.113815
40.605,39.89445
40.3965,39.666669999999996
40.1755,39.43011
39.9427,39.183765
39.6935,38.923135
39.4293,38.646765
39.1412,38.352555
38.8294,38.03519
38.4859,37.688095
38.1049,37.306394999999995
37.6831,36.884065
37.2145,36.4202
36.7019,35.91222
36.1434,35.3654
35.5514,34.78503499999999
34.932,34.181979999999996
34.3003,33.566445
33.6661,32.951705000000004
33.0459,32.35033
32.4481,31.769910000000003
31.8886,31.223070000000007
31.367,30.714189999999995
30.8954,30.253429999999998
30.4761,29.843815
30.1079,29.486755
29.7943,29.183259999999997
29.5352,28.93084
29.3268,28.726445000000002
29.1569,28.561725000000003
29.0249,28.432299999999998
28.921,28.33399
28.8438,28.26191
28.7897,28.212995
28.7568,28.18234
28.7401,28.167610000000003
28.7369,28.165084999999998
28.7439,28.173025000000003
28.7599,28.190075
28.7787,28.211840000000002
28.8047,28.239105000000002
28.8326,28.270730000000004
28.8665,28.306335
28.9,28.343255
28.9347,28.378959999999996
28.9686,28.414254999999997
29.0016,28.45042
29.0315,28.48543
29.0637,28.51818
29.092,28.547199999999997
29.1198,28.571865000000003
29.1441,28.593510000000002
29.1672,28.611915
29.1887,28.628475
29.211,28.642775
29.2376,28.656600000000005
29.2623,28.66893
29.2844,28.681385
29.3126,28.695355
29.3375,28.70619
29.3676,28.72061
29.398,28.737569999999998
29.4287,28.761025
29.4618,28.787959999999998
29.4999,28.820235000000004
29.5441,28.857225000000007
29.5846,28.896555
29.6319,28.939065
29.6778,28.983785
29.7288,29.031275
29.7759,29.077859999999998
29.827,29.126800000000003
29.8705,29.176170000000003
29.9231,29.227935000000002
29.9771,29.283655
30.0316,29.337764999999997
32.4817,31.708890000000004
32.4621,31.682620000000004
32.4327,31.660800000000002
32.4138,31.63876
32.4056,31.618425000000002
32.3891,31.603665
32.3656,31.586969999999997
32.3374,31.569589999999998
32.3099,31.546590000000002
32.2993,31.52792
32.2885,31.51377
32.3032,31.53281
32.3461,31.591255
32.3895,31.653249999999996
32.4257,31.690975
32.4445,31.704755
32.4776,31.724659999999993
32.5183,31.761200000000002
32.5643,31.801440000000003
32.6084,31.841790000000003
32.6531,31.88867
32.7074,31.94183
32.7635,32.001605
32.8263,32.066015
32.895,32.132425
32.9766,32.2068
33.0534,32.28221
33.1394,32.365525000000005
33.2188,32.449475
33.3187,32.54509
33.4002,32.615520000000004
33.4968,32.71309
33.6053,32.815215
33.7064,32.91949
33.8091,33.023939999999996
33.916,33.134405
34.0388,33.25212
34.1718,33.380565000000004
34.3069,33.50812499999999
34.4437,33.64062
34.5831,33.776135
34.7318,33.92078
34.8888,34.072305
35.0503,34.22953
35.217,34.397619999999996
35.3909,34.569645
35.5719,34.74087
35.7687,34.933125000000004
35.9794,35.136604999999996
36.2005,35.349325
36.4242,35.567665
36.6498,35.793855
36.889,36.03052
37.1435,36.281535000000005
37.4087,36.543435
37.6925,36.820730000000005
37.9968,37.11874
38.327,37.43799
38.6723,37.77887
39.0417,38.140460000000004
39.4348,38.523
39.8549,38.930845
40.3019,39.367605000000005
40.7802,39.835735
41.3018,40.357434999999995
41.8736,40.921
42.488,41.488205
43.1884,42.173465
43.9624,42.92051500000001
44.8187,43.757135000000005
45.786,44.704935
46.9045,45.80765
48.2084,47.092645000000005
49.7215,48.576405
51.4405,50.26988000000001
53.1845,51.98393000000001
54.5123,53.154025000000004
55.023,53.754035
54.7624,53.528605000000006
54.0689,52.87971
53.4424,52.26936499999999
53.0613,51.891059999999996
52.6745,51.39132500000001
52.7495,51.474239999999995
53.0225,51.719955000000006
53.4182,52.104925
53.982,52.654610000000005
54.7572,53.402615000000004
55.8033,54.413734999999996
57.3148,55.835345000000004
59.3392,57.82236
42.2359,41.9145
42.2332,41.906335
42.2176,41.875375
42.1834,41.82108
42.1324,41.743625
42.0615,41.646735
41.9732,41.528665000000004
41.8653,41.392790000000005
41.7459,41.243115
41.6135,41.080605
41.4692,40.90642
41.3151,40.722695
41.1495,40.528245000000005
40.9757,40.325990000000004
40.7914,40.113815
40.5952,39.89445
40.3901,39.666669999999996
40.1732,39.43011
39.9429,39.183765
39.6963,38.923135
39.4309,38.646765
39.1468,38.352555
38.8347,38.03519
38.4943,37.688095
38.114,37.306394999999995
37.691,36.884065
37.2197,36.4202
36.7049,35.91222
36.1489,35.3654
35.5565,34.78503499999999
34.9423,34.181979999999996
34.3113,33.566445
33.6793,32.951705000000004
33.061,32.35033
32.464,31.769910000000003
31.905,31.223070000000007
31.3867,30.714189999999995
30.9178,30.253429999999998
30.5041,29.843815
30.143,29.486755
29.8366,29.183259999999997
29.5827,28.93084
29.376,28.726445000000002
29.2078,28.561725000000003
29.0751,28.432299999999998
28.977,28.33399
28.9028,28.26191
28.8525,28.212995
28.8202,28.18234
28.8035,28.167610000000003
28.7999,28.165084999999998
28.8072,28.173025000000003
28.8228,28.190075
28.8433,28.211840000000002
28.8677,28.239105000000002
28.8955,28.270730000000004
28.9273,28.306335
28.9594,28.343255
28.9912,28.378959999999996
29.022,28.414254999999997
29.0548,28.45042
29.0897,28.48543
29.1206,28.51818
29.1521,28.547199999999997
29.1765,28.571865000000003
29.2032,28.593510000000002
29.2235,28.611915
29.2506,28.628475
29.2774,28.642775
29.3073,28.656600000000005
29.335,28.66893
29.3634,28.681385
29.3964,28.695355
29.4274,28.70619
29.4585,28.72061
29.4923,28.737569999999998
29.525,28.761025
29.5658,28.787959999999998
29.6092,28.820235000000004
29.6566,28.857225000000007
29.7005,28.896555
29.7471,28.939065
29.7913,28.983785
29.8361,29.031275
29.8781,29.077859999999998
29.9273,29.126800000000003
29.9794,29.176170000000003
30.0271,29.227935000000002
30.0816,29.283655
30.1345,29.337764999999997
32.511,31.708890000000004
32.4936,31.682620000000004
32.4811,31.660800000000002
32.4563,31.63876
32.4347,31.618425000000002
32.4335,31.603665
32.4211,31.586969999999997
32.4041,31.569589999999998
32.3871,31.546590000000002
32.3625,31.52792
32.3529,31.51377
32.3581,31.53281
32.3948,31.591255
32.4313,31.653249999999996
32.4713,31.690975
32.5034,31.704755
32.5432,31.724659999999993
32.5855,31.761200000000002
32.6254,31.801440000000003
32.6678,31.841790000000003
32.7115,31.88867
32.7642,31.94183
32.8338,32.001605
32.9001,32.066015
32.9736,32.132425
33.0478,32.2068
33.1251,32.28221
33.2026,32.365525000000005
33.283,32.449475
33.3766,32.54509
33.4587,32.615520000000004
33.5613,32.71309
33.6663,32.815215
33.7759,32.91949
33.8844,33.023939999999996
34.0015,33.134405
34.121,33.25212
34.2531,33.380565000000004
34.3789,33.50812499999999
34.5108,33.64062
34.6516,33.776135
34.8025,33.92078
34.9607,34.072305
35.1249,34.22953
35.2979,34.397619999999996
35.4798,34.569645
35.6558,34.74087
35.8523,34.933125000000004
36.0654,35.136604999999996
36.2815,35.349325
36.5076,35.567665
36.7378,35.793855
36.9815,36.03052
37.2409,36.281535000000005
37.5125,36.543435
37.7969,36.820730000000005
38.1025,37.11874
38.4269,37.43799
38.7751,37.77887
39.1426,38.140460000000004
39.5373,38.523
39.958,38.930845
40.4074,39.367605000000005
40.889,39.835735
41.4175,40.357434999999995
41.9987,40.921
42.61,41.488205
43.3094,42.173465
44.0895,42.92051500000001
44.9532,43.757135000000005
45.9221,44.704935
47.0445,45.80765
48.3407,47.092645000000005
49.8462,48.576405
51.5737,50.26988000000001
53.3205,51.98393000000001
54.6839,53.154025000000004
55.1846,53.754035
54.8959,53.528605000000006
54.2148,52.87971
53.5997,52.26936499999999
53.2164,51.891059999999996
52.938,51.39132500000001
53.0222,51.474239999999995
53.2508,51.719955000000006
53.6673,52.104925
54.2591,52.654610000000005
55.0173,53.402615000000004
56.0415,54.413734999999996
57.5023,55.835345000000004
59.5724,57.82236
41.8744,41.9145
41.8714,41.906335
41.8498,41.875375
41.8049,41.82108
41.7396,41.743625
41.6565,41.646735
41.5562,41.528665000000004
41.4392,41.392790000000005
41.3098,41.243115
41.1675,41.080605
41.014,40.90642
40.8501,40.722695
40.6745,40.528245000000005
40.4879,40.325990000000004
40.2917,40.113815
40.0854,39.89445
39.8686,39.666669999999996
39.642,39.43011
39.4067,39.183765
39.1545,38.923135
38.8842,38.646765
38.5946,38.352555
38.2807,38.03519
37.9371,37.688095
37.5556,37.306394999999995
37.1336,36.884065
36.6654,36.4202
36.1523,35.91222
35.6001,35.3654
35.0137,34.78503499999999
34.4047,34.181979999999996
33.7838,33.566445
33.1614,32.951705000000004
32.5515,32.35033
31.9623,31.769910000000003
31.407,31.223070000000007
30.8906,30.714189999999995
30.4216,30.253429999999998
30.0055,29.843815
29.6421,29.486755
29.3339,29.183259999999997
29.0759,28.93084
28.8669,28.726445000000002
28.6977,28.561725000000003
28.5646,28.432299999999998
28.4626,28.33399
28.3885,28.26191
28.339,28.212995
28.3082,28.18234
28.2913,28.167610000000003
28.2886,28.165084999999998
28.2957,28.173025000000003
28.3123,28.190075
28.332,28.211840000000002
28.3586,28.239105000000002
28.3901,28.270730000000004
28.4262,28.306335
28.4625,28.343255
28.4994,28.378959999999996
28.5342,28.414254999999997
28.5698,28.45042
28.6033,28.48543
28.6354,28.51818
28.666,28.547199999999997
28.6925,28.571865000000003
28.7161,28.593510000000002
28.7339,28.611915
28.7488,28.628475
28.761,28.642775
28.775,28.656600000000005
28.7885,28.66893
28.8022,28.681385
28.8189,28.695355
28.832,28.70619
28.8491,28.72061
28.8674,28.737569999999998
28.8898,28.761025
28.9192,28.787959999999998
28.9496,28.820235000000004
28.9879,28.857225000000007
29.025,28.896555
29.0657,28.939065
29.1101,28.983785
29.156,29.031275
29.2069,29.077859999999998
29.2562,29.126800000000003
29.3077,29.176170000000003
29.3608,29.227935000000002
29.4151,29.283655
29.4675,29.337764999999997
31.9106,31.708890000000004
31.887,31.682620000000004
31.8614,31.660800000000002
31.8485,31.63876
31.8279,31.618425000000002
31.8159,31.603665
31.7885,31.586969999999997
31.7717,31.569589999999998
31.7388,31.546590000000002
31.7138,31.52792
31.6935,31.51377
31.7133,31.53281
31.7791,31.591255
31.8417,31.653249999999996
31.8781,31.690975
31.8895,31.704755
31.9116,31.724659999999993
31.9528,31.761200000000002
31.999,31.801440000000003
32.0406,31.841790000000003
32.0863,31.88867
32.1366,31.94183
32.1947,32.001605
32.2587,32.066015
32.3267,32.132425
32.4004,32.2068
32.4749,32.28221
32.5597,32.365525000000005
32.6475,32.449475
32.7418,32.54509
32.8152,32.615520000000004
32.9094,32.71309
33.0125,32.815215
33.1157,32.91949
33.2228,33.023939999999996
33.3344,33.134405
33.4528,33.25212
33.5798,33.380565000000004
33.7033,33.50812499999999
33.838,33.64062
33.9737,33.776135
34.1221,33.92078
34.2729,34.072305
34.4301,34.22953
34.6009,34.397619999999996
34.7752,34.569645
34.9574,34.74087
35.1561,34.933125000000004
35.3565,35.136604999999996
35.566,35.349325
35.7811,35.567665
36.0078,35.793855
36.2427,36.03052
36.4941,36.281535000000005
36.7583,36.543435
37.0349,36.820730000000005
37.3326,37.11874
37.6472,37.43799
37.9885,37.77887
38.3495,38.140460000000004
38.7316,38.523
39.1468,38.930845
39.5878,39.367605000000005
40.0622,39.835735
40.5821,40.357434999999995
41.1521,40.921
41.7254,41.488205
42.4088,42.173465
43.1654,42.92051500000001
43.9986,43.757135000000005
44.9521,44.704935
46.0517,45.80765
47.3461,47.092645000000005
48.8571,48.576405
50.5627,50.26988000000001
52.2726,51.98393000000001
53.4389,53.154025000000004
54.0381,53.754035
53.8158,53.528605000000006
53.1622,52.87971
52.5544,52.26936499999999
52.1679,51.891059999999996
51.7034,51.39132500000001
51.8035,51.474239999999995
52.0311,51.719955000000006
52.4323,52.104925
52.9602,52.654610000000005
53.7221,53.402615000000004
54.7333,54.413734999999996
56.1527,55.835345000000004
58.138,57.82236
40.8384,41.9145
40.8383,41.906335
40.8147,41.875375
40.7649,41.82108
40.6955,41.743625
40.6058,41.646735
40.5015,41.528665000000004
40.382,41.392790000000005
40.2512,41.243115
40.108,41.080605
39.9555,40.90642
39.7911,40.722695
39.6169,40.528245000000005
39.4316,40.325990000000004
39.2344,40.113815
39.0272,39.89445
38.8105,39.666669999999996
38.5864,39.43011
38.3532,39.183765
38.1033,38.923135
37.8373,38.646765
37.5492,38.352555
37.2369,38.03519
36.8935,37.688095
36.5134,37.306394999999995
36.0921,36.884065
35.6298,36.4202
35.1255,35.91222
34.5792,35.3654
33.9967,34.78503499999999
33.3897,34.181979999999996
32.7733,33.566445
32.1564,32.951705000000004
31.5516,32.35033
30.9674,31.769910000000003
30.4134,31.223070000000007
29.8989,30.714189999999995
29.4275,30.253429999999998
29.0107,29.843815
28.646,29.486755
28.3356,29.183259999999997
28.0781,28.93084
27.8726,28.726445000000002
27.7085,28.561725000000003
27.5798,28.432299999999998
27.482,28.33399
27.4114,28.26191
27.3628,28.212995
27.3338,28.18234
27.3202,28.167610000000003
27.3192,28.165084999999998
27.3286,28.173025000000003
27.3495,28.190075
27.3739,28.211840000000002
27.404,28.239105000000002
27.439,28.270730000000004
27.4769,28.306335
27.5171,28.343255
27.5572,28.378959999999996
27.5958,28.414254999999997
27.6366,28.45042
27.6737,28.48543
27.7074,28.51818
27.7356,28.547199999999997
27.7581,28.571865000000003
27.777,28.593510000000002
27.7903,28.611915
27.797,28.628475
27.8008,28.642775
27.7987,28.656600000000005
27.7979,28.66893
27.7912,28.681385
27.7857,28.695355
27.7805,28.70619
27.7779,28.72061
27.7808,28.737569999999998
27.789,28.761025
27.8017,28.787959999999998
27.8236,28.820235000000004
27.8516,28.857225000000007
27.8845,28.896555
27.9232,28.939065
27.9668,28.983785
28.0161,29.031275
28.063,29.077859999999998
28.1148,29.126800000000003
28.1649,29.176170000000003
28.219,29.227935000000002
28.278,29.283655
28.3346,29.337764999999997
30.7929,31.708890000000004
30.7633,31.682620000000004
30.7359,31.660800000000002
30.7104,31.63876
30.6875,31.618425000000002
30.6668,31.603665
30.6455,31.586969999999997
30.6156,31.569589999999998
30.5865,31.546590000000002
30.5588,31.52792
30.5414,31.51377
30.572,31.53281
30.6657,31.591255
30.7486,31.653249999999996
30.782,31.690975
30.7699,31.704755
30.7728,31.724659999999993
30.8094,31.761200000000002
30.8481,31.801440000000003
30.886,31.841790000000003
30.9234,31.88867
30.9737,31.94183
31.0273,32.001605
31.0916,32.066015
31.1609,32.132425
31.2317,32.2068
31.3025,32.28221
31.3774,32.365525000000005
31.4672,32.449475
31.5649,32.54509
31.6191,32.615520000000004
31.7121,32.71309
31.8096,32.815215
31.9078,32.91949
32.0068,33.023939999999996
32.1085,33.134405
32.2235,33.25212
32.3534,33.380565000000004
32.4786,33.50812499999999
32.6065,33.64062
32.7327,33.776135
32.8717,33.92078
33.0173,34.072305
33.1721,34.22953
33.3328,34.397619999999996
33.4986,34.569645
33.6494,34.74087
33.8338,34.933125000000004
34.0242,35.136604999999996
34.2273,35.349325
34.4361,35.567665
34.6615,35.793855
34.8967,36.03052
35.1412,36.281535000000005
35.3919,36.543435
35.6612,36.820730000000005
35.9489,37.11874
36.2587,37.43799
36.5877,37.77887
36.9388,38.140460000000004
37.3052,38.523
37.6983,38.930845
38.1236,39.367605000000005
38.5809,39.835735
39.0879,40.357434999999995
39.6319,40.921
40.1337,41.488205
40.7951,42.173465
41.5167,42.92051500000001
42.326,43.757135000000005
43.2563,44.704935
44.331,45.80765
45.5774,47.092645000000005
47.0222,48.576405
48.6599,50.26988000000001
50.3316,51.98393000000001
51.249,53.154025000000004
51.9034,53.754035
51.7569,53.528605000000006
51.1518,52.87971
50.6011,52.26936499999999
50.2454,51.891059999999996
49.4869,51.39132500000001
49.5555,51.474239999999995
49.8101,51.719955000000006
50.2061,52.104925
50.7652,52.654610000000005
51.475,53.402615000000004
52.4137,54.413734999999996
53.7686,55.835345000000004
55.6699,57.82236
42.0732,41.9145
42.0676,41.906335
42.0407,41.875375
41.9936,41.82108
41.9235,41.743625
41.8336,41.646735
41.7265,41.528665000000004
41.6034,41.392790000000005
41.4702,41.243115
41.3229,41.080605
41.1629,40.90642
40.9952,40.722695
40.8157,40.528245000000005
40.6275,40.325990000000004
40.4292,40.113815
40.2223,39.89445
40.0077,39.666669999999996
39.7834,39.43011
39.5481,39.183765
39.2955,38.923135
39.0245,38.646765
38.7344,38.352555
38.4209,38.03519
38.0755,37.688095
37.6933,37.306394999999995
37.2676,36.884065
36.7991,36.4202
36.2855,35.91222
35.7311,35.3654
35.144,34.78503499999999
34.5313,34.181979999999996
33.9067,33.566445
33.2848,32.951705000000004
32.6756,32.35033
32.0865,31.769910000000003
31.5316,31.223070000000007
31.0181,30.714189999999995
30.5562,30.253429999999998
30.1463,29.843815
29.7888,29.486755
29.4857,29.183259999999997
29.2348,28.93084
29.0335,28.726445000000002
28.871,28.561725000000003
28.7448,28.432299999999998
28.6504,28.33399
28.5807,28.26191
28.5344,28.212995
28.5048,28.18234
28.4932,28.167610000000003
28.4929,28.165084999999998
28.5029,28.173025000000003
28.5215,28.190075
28.5458,28.211840000000002
28.5722,28.239105000000002
28.6027,28.270730000000004
28.6378,28.306335
28.6763,28.343255
28.7141,28.378959999999996
28.7485,28.414254999999997
28.7873,28.45042
28.8213,28.48543
28.8532,28.51818
28.8791,28.547199999999997
28.905,28.571865000000003
28.9263,28.593510000000002
28.9462,28.611915
28.9583,28.628475
28.972,28.642775
28.9827,28.656600000000005
28.9997,28.66893
29.0121,28.681385
29.0234,28.695355
29.0305,28.70619
29.0452,28.72061
29.0653,28.737569999999998
29.0921,28.761025
29.1208,28.787959999999998
29.1519,28.820235000000004
29.1896,28.857225000000007
29.2287,28.896555
29.2741,28.939065
29.322,28.983785
29.3688,29.031275
29.4134,29.077859999999998
29.4622,29.126800000000003
29.5121,29.176170000000003
29.562,29.227935000000002
29.6174,29.283655
29.6723,29.337764999999997
32.0559,31.708890000000004
32.0315,31.682620000000004
32.0049,31.660800000000002
31.9811,31.63876
31.9595,31.618425000000002
31.939,31.603665
31.9246,31.586969999999997
31.9071,31.569589999999998
31.8833,31.546590000000002
31.8614,31.52792
31.8483,31.51377
31.8704,31.53281
31.9334,31.591255
31.9955,31.653249999999996
32.03,31.690975
32.0441,31.704755
32.0655,31.724659999999993
32.1005,31.761200000000002
32.1392,31.801440000000003
32.1795,31.841790000000003
32.2258,31.88867
32.2791,31.94183
32.3442,32.001605
32.4114,32.066015
32.4816,32.132425
32.5558,32.2068
32.6273,32.28221
32.7059,32.365525000000005
32.792,32.449475
32.8892,32.54509
